Date,kalman_smoothed_prices
1962-09-24,4.795253804428341
1962-09-25,4.765709715751248
1962-09-26,4.687653585782652
1962-09-27,4.612442514022617
1962-09-28,4.577148940036013
1962-10-01,4.498321972151357
1962-10-02,4.487731940116476
1962-10-03,4.472786081629522
1962-10-04,4.501521007794896
1962-10-05,4.531247652790166
1962-10-08,4.549103906028345
1962-10-09,4.588237670620355
1962-10-10,4.58480878676418
1962-10-11,4.569490174634826
1962-10-12,4.556071140552422
1962-10-15,4.595879679675294
1962-10-16,4.583228072512782
1962-10-17,4.5913018983976635
1962-10-18,4.570319194893796
1962-10-19,4.527216054599867
1962-10-22,4.476996467994148
1962-10-23,4.389620849977978
1962-10-24,4.371681286190774
1962-10-25,4.353398802655548
1962-10-26,4.312399329598282
1962-10-29,4.33768971489004
1962-10-30,4.384447479005054
1962-10-31,4.39276252267743
1962-11-01,4.422851305641318
1962-11-02,4.464694367576358
1962-11-05,4.5104743679592385
1962-11-07,4.540614236873832
1962-11-08,4.536702454767337
1962-11-09,4.558458644775344
1962-11-12,4.623170731680346
1962-11-13,4.639721912311582
1962-11-14,4.682593648742101
1962-11-15,4.703610905739629
1962-11-16,4.742422829946261
1962-11-19,4.742246902351611
1962-11-20,4.760027552750428
1962-11-21,4.775696162792751
1962-11-23,4.830434453905006
1962-11-26,4.870694838745696
1962-11-27,4.922710065497099
1962-11-28,4.969330639936551
1962-11-29,5.015384161588948
1962-11-30,5.036238359508601
1962-12-03,5.021359082138888
1962-12-04,5.047595650453435
1962-12-05,5.0590900821136495
1962-12-06,5.065809860861433
1962-12-07,5.066173668150356
1962-12-10,5.030932337304962
1962-12-11,5.000931662846386
1962-12-12,5.0069055411674315
1962-12-13,4.986817610011181
1962-12-14,4.97961462754713
1962-12-17,4.955864164838575
1962-12-18,4.928355771676703
1962-12-19,4.951512810638569
1962-12-20,4.9670370155107975
1962-12-21,4.948387548170682
1962-12-24,4.972924469380409
1962-12-26,4.988281250512573
1962-12-27,4.98687804695147
1962-12-28,4.992314872071922
1962-12-31,4.98530634044225
1963-01-02,4.9582667151081985
1963-01-03,4.990367670388474
1963-01-04,5.013892870420525
1963-01-07,5.015647631829488
1963-01-08,5.058603857728754
1963-01-09,5.088236413736998
1963-01-10,5.119747149385092
1963-01-11,5.14604705264888
1963-01-14,5.19153694499124
1963-01-15,5.224922669594564
1963-01-16,5.218882191029274
1963-01-17,5.23765485065325
1963-01-18,5.244631134520045
1963-01-21,5.255764833924688
1963-01-22,5.2663790006154265
1963-01-23,5.271192397808798
1963-01-24,5.282015249327374
1963-01-25,5.30008718968967
1963-01-28,5.338293629794846
1963-01-29,5.351305704306577
1963-01-30,5.349941429073466
1963-01-31,5.367784514602865
1963-02-01,5.3794748588681625
1963-02-04,5.37164718657948
1963-02-05,5.369849810085267
1963-02-06,5.356474764496071
1963-02-07,5.351074348644629
1963-02-08,5.352000683822763
1963-02-11,5.3425774282972105
1963-02-12,5.339787053198187
1963-02-13,5.33350123467897
1963-02-14,5.330532820837615
1963-02-15,5.333086577756395
1963-02-18,5.330816714806946
1963-02-19,5.314172778253052
1963-02-20,5.287629942143576
1963-02-21,5.267057042795187
1963-02-25,5.225538474364988
1963-02-26,5.211109591773706
1963-02-27,5.194998250383305
1963-02-28,5.159684697289784
1963-03-01,5.125559623127599
1963-03-04,5.131913175007695
1963-03-05,5.128057159331508
1963-03-06,5.1397897681290035
1963-03-07,5.164994429355321
1963-03-08,5.180072186734325
1963-03-11,5.188625933536913
1963-03-12,5.192979421160335
1963-03-13,5.199207439869207
1963-03-14,5.208932361278376
1963-03-15,5.230079847554259
1963-03-18,5.226405975046753
1963-03-19,5.226353031984801
1963-03-20,5.244737162582982
1963-03-21,5.243816629128067
1963-03-22,5.257074886379518
1963-03-25,5.262076899239993
1963-03-26,5.277992080523996
1963-03-27,5.310145774550133
1963-03-28,5.329480634572405
1963-03-29,5.342956304086689
1963-04-01,5.351533472802293
1963-04-02,5.340699474106259
1963-04-03,5.35594623022837
1963-04-04,5.396536894141507
1963-04-05,5.483595412161228
1963-04-08,5.5744564372840975
1963-04-09,5.6092430279074135
1963-04-10,5.620156896859384
1963-04-11,5.645236787580599
1963-04-15,5.659933216060376
1963-04-16,5.6539581386119435
1963-04-17,5.639599492739899
1963-04-18,5.630529398971435
1963-04-19,5.669567335930327
1963-04-22,5.727200967313595
1963-04-23,5.782412231330812
1963-04-24,5.824289425986892
1963-04-25,5.860708421108858
1963-04-26,5.90904086328641
1963-04-29,5.932376209471858
1963-04-30,5.924595368989711
1963-05-01,5.92561511080531
1963-05-02,5.944010934076524
1963-05-03,5.940185299093861
1963-05-06,5.903417085788461
1963-05-07,5.889939894301616
1963-05-08,5.927578946071567
1963-05-09,5.953590259598736
1963-05-10,5.991278415592615
1963-05-13,5.997137709558103
1963-05-14,5.997254357682949
1963-05-15,6.004452180703773
1963-05-16,5.999466886949929
1963-05-17,5.982080322639263
1963-05-20,5.950963728690812
1963-05-21,5.951662368361281
1963-05-22,5.947342410347151
1963-05-23,5.9374941692408925
1963-05-24,5.9241778855929805
1963-05-27,5.892010862244364
1963-05-28,5.88139001948296
1963-05-29,5.92241331282294
1963-05-31,5.9826582825407035
1963-06-03,6.001303537284698
1963-06-04,6.016551901818242
1963-06-05,6.007020206404833
1963-06-06,6.001053754603044
1963-06-07,5.988969458663185
1963-06-10,5.952767346979125
1963-06-11,5.943244080835481
1963-06-12,5.9528070204181835
1963-06-13,5.936098733482564
1963-06-14,5.924453895156348
1963-06-17,5.898050331421997
1963-06-18,5.877955616890902
1963-06-19,5.8582180410488185
1963-06-20,5.835114149814682
1963-06-21,5.82427011712157
1963-06-24,5.786357076866246
1963-06-25,5.751895609869284
1963-06-26,5.692012927071213
1963-06-27,5.633044898712331
1963-06-28,5.605857441665931
1963-07-01,5.542060890709101
1963-07-02,5.559967709430451
1963-07-03,5.586758455947781
1963-07-05,5.619088252937575
1963-07-08,5.595894571470779
1963-07-09,5.604936684327094
1963-07-10,5.591888494133387
1963-07-11,5.569302613785003
1963-07-12,5.5431914779975955
1963-07-15,5.531782411620867
1963-07-16,5.537973013234182
1963-07-17,5.530946512036182
1963-07-18,5.509658601177814
1963-07-19,5.495229269591703
1963-07-22,5.480221155415149
1963-07-23,5.464854013835487
1963-07-24,5.463798889110023
1963-07-25,5.4655680631863515
1963-07-26,5.478790343210301
1963-07-29,5.494264548945571
1963-07-30,5.552400366414394
1963-07-31,5.547126505727215
1963-08-01,5.5462902042505995
1963-08-02,5.53118650538313
1963-08-05,5.549809106135881
1963-08-06,5.580796619320301
1963-08-07,5.577444299363707
1963-08-08,5.584505007305487
1963-08-09,5.610798994252463
1963-08-12,5.636797830250741
1963-08-13,5.695530266530142
1963-08-14,5.745217170649307
1963-08-15,5.761260298712214
1963-08-16,5.763843041182465
1963-08-19,5.76299606275651
1963-08-20,5.7356069348902
1963-08-21,5.729702206231351
1963-08-22,5.744390077817853
1963-08-23,5.7338896886809705
1963-08-26,5.734752392910193
1963-08-27,5.69613682352252
1963-08-28,5.67967898202641
1963-08-29,5.664640228391697
1963-08-30,5.666398910308575
1963-09-03,5.6809590639372365
1963-09-04,5.692375752432024
1963-09-05,5.7116636208840985
1963-09-06,5.762773477396861
1963-09-09,5.784411435601308
1963-09-10,5.805084348084834
1963-09-11,5.812893664340371
1963-09-12,5.815242721006963
1963-09-13,5.8117769616978805
1963-09-16,5.807190235552712
1963-09-17,5.80498413517302
1963-09-18,5.778443383555796
1963-09-19,5.783019837160434
1963-09-20,5.79689390647286
1963-09-23,5.795584265927132
1963-09-24,5.834122492497292
1963-09-25,5.835662248654727
1963-09-26,5.7984780783053145
1963-09-27,5.767027185061733
1963-09-30,5.7649436538187135
1963-10-01,5.752585444642605
1963-10-02,5.742535981905755
1963-10-03,5.774546225362212
1963-10-04,5.816358076353465
1963-10-07,5.8814191996417895
1963-10-08,5.886851777863376
1963-10-09,5.890184902930789
1963-10-10,5.907011351357829
1963-10-11,5.934577393081912
1963-10-14,5.985965627091052
1963-10-15,6.0273359954818515
1963-10-16,6.112992062273732
1963-10-17,6.175375722342061
1963-10-18,6.225945327069198
1963-10-21,6.253314835798965
1963-10-22,6.230876558466382
1963-10-23,6.20236682242002
1963-10-24,6.1946417951432196
1963-10-25,6.231532729196105
1963-10-28,6.272579508532354
1963-10-29,6.26850082410868
1963-10-30,6.231765580916839
1963-10-31,6.256767591371561
1963-11-01,6.245326302222865
1963-11-04,6.216310345301621
1963-11-06,6.178895116238677
1963-11-07,6.163122651013593
1963-11-08,6.168011672456934
1963-11-11,6.1832089696421555
1963-11-12,6.197461600426924
1963-11-13,6.213563536672927
1963-11-14,6.211355475057078
1963-11-15,6.200268502294483
1963-11-18,6.17154491499431
1963-11-19,6.113691239056572
1963-11-20,6.076679232723938
1963-11-21,6.014909705391202
1963-11-22,5.982753292987898
1963-11-26,5.991996341369115
1963-11-27,6.030491459765234
1963-11-29,6.089497670775186
1963-12-02,6.15874988273289
1963-12-03,6.189509229567334
1963-12-04,6.177072257309991
1963-12-05,6.191156944072538
1963-12-06,6.185366878395011
1963-12-09,6.179358169048624
1963-12-10,6.161122626272632
1963-12-11,6.144974956207045
1963-12-12,6.111995063167978
1963-12-13,6.091525252268297
1963-12-16,6.082441780820377
1963-12-17,6.1130217417513455
1963-12-18,6.132008507449271
1963-12-19,6.141388117314084
1963-12-20,6.14962609729977
1963-12-23,6.152334726867787
1963-12-24,6.161246277748768
1963-12-26,6.195680110617754
1963-12-27,6.231526367069039
1963-12-30,6.280263178448951
1963-12-31,6.348997639782849
1964-01-02,6.439710571578787
1964-01-03,6.462715130885031
1964-01-06,6.484230767952427
1964-01-07,6.480945685308798
1964-01-08,6.502737236145099
1964-01-09,6.590100045961831
1964-01-10,6.6660812639212255
1964-01-13,6.727850560464229
1964-01-14,6.7618569414732566
1964-01-15,6.905472668680493
1964-01-16,6.944222774018533
1964-01-17,6.982650721583548
1964-01-20,7.002256242909314
1964-01-21,6.96823841299334
1964-01-22,6.969819900519278
1964-01-23,6.982358274848889
1964-01-24,6.974234379755588
1964-01-27,6.941526729578483
1964-01-28,6.893172554592337
1964-01-29,6.816541742894561
1964-01-30,6.790283423876886
1964-01-31,6.832594132610156
1964-02-03,6.855200222011136
1964-02-04,6.862936687341276
1964-02-05,6.852112466645504
1964-02-06,6.845138136668901
1964-02-07,6.845133070670201
1964-02-10,6.858579258425562
1964-02-11,6.8762172395133225
1964-02-12,6.905473303590711
1964-02-13,6.959993196141605
1964-02-14,7.00203066239015
1964-02-17,7.018330941998882
1964-02-18,7.03335254285938
1964-02-19,7.043155077928079
1964-02-20,7.0561241304341955
1964-02-24,7.070065267087509
1964-02-25,7.13674283650944
1964-02-26,7.2042906941089235
1964-02-27,7.209991079944933
1964-02-28,7.224476712688782
1964-03-02,7.214814041258602
1964-03-03,7.206285029010785
1964-03-04,7.175145415851454
1964-03-05,7.173494305615387
1964-03-06,7.195584793041327
1964-03-09,7.210313864365526
1964-03-10,7.222245214313697
1964-03-11,7.258360044403693
1964-03-12,7.322996697622069
1964-03-13,7.380830598607355
1964-03-16,7.4033209040746755
1964-03-17,7.414403316349325
1964-03-18,7.406624279382455
1964-03-19,7.391211207352099
1964-03-20,7.36963090908179
1964-03-23,7.377085229892911
1964-03-24,7.3901785769176325
1964-03-25,7.4170653398544495
1964-03-26,7.443394236689357
1964-03-30,7.4634147424217385
1964-03-31,7.497806170276139
1964-04-01,7.525382412382301
1964-04-02,7.555101942457193
1964-04-03,7.5775757644684525
1964-04-06,7.587362098121744
1964-04-07,7.560582783402985
1964-04-08,7.527609444710459
1964-04-09,7.50747127565551
1964-04-10,7.536975025733468
1964-04-13,7.533106741189464
1964-04-14,7.514429636888874
1964-04-15,7.493824043089299
1964-04-16,7.472798252826895
1964-04-17,7.470046719502928
1964-04-20,7.455156069659256
1964-04-21,7.474103334051347
1964-04-22,7.502188260992886
1964-04-23,7.485572769742035
1964-04-24,7.470122708445798
1964-04-27,7.451867580162265
1964-04-28,7.447894436093739
1964-04-29,7.41983081428292
1964-04-30,7.377299368244884
1964-05-01,7.379988691430656
1964-05-04,7.397975289425625
1964-05-05,7.413547013799405
1964-05-06,7.422077563502952
1964-05-07,7.4255668281865255
1964-05-08,7.432479551499107
1964-05-11,7.435713156836874
1964-05-12,7.4467857755613975
1964-05-13,7.457406115038295
1964-05-14,7.455554322958192
1964-05-15,7.464586873747748
1964-05-18,7.484065916756705
1964-05-19,7.51967084957557
1964-05-20,7.576531497707645
1964-05-21,7.633890305995138
1964-05-22,7.6842015088383055
1964-05-25,7.689420834343086
1964-05-26,7.686954951965397
1964-05-27,7.662167997756196
1964-05-28,7.65851599246533
1964-06-01,7.627836229913599
1964-06-02,7.614518998792864
1964-06-03,7.5820334148866895
1964-06-04,7.524120291358219
1964-06-05,7.4904737168641855
1964-06-08,7.453284713970152
1964-06-09,7.4623749706266445
1964-06-10,7.456938316034873
1964-06-11,7.460997664061563
1964-06-12,7.4781418302704905
1964-06-15,7.504977704859573
1964-06-16,7.537992282672905
1964-06-17,7.573590079997834
1964-06-18,7.5822702700905245
1964-06-19,7.596689949189298
1964-06-22,7.612420946870782
1964-06-23,7.616336233751757
1964-06-24,7.629081643927425
1964-06-25,7.637677551517113
1964-06-26,7.632453775145454
1964-06-29,7.625607390269196
1964-06-30,7.6194783642878745
1964-07-01,7.630286986407857
1964-07-02,7.649981780196934
1964-07-06,7.6801857716294215
1964-07-07,7.714481054489535
1964-07-08,7.732867648382306
1964-07-09,7.74208592216087
1964-07-10,7.729284050490875
1964-07-13,7.715784858847815
1964-07-14,7.6698717850209395
1964-07-15,7.6535645125026575
1964-07-16,7.648577830249914
1964-07-17,7.644769373876783
1964-07-20,7.623325063031682
1964-07-21,7.600442405266055
1964-07-22,7.580147880496214
1964-07-23,7.559070307972672
1964-07-24,7.519951202728471
1964-07-27,7.4816607844199785
1964-07-28,7.4485739295601885
1964-07-29,7.438184333803301
1964-07-30,7.418809192639852
1964-07-31,7.405708630892308
1964-08-03,7.38745214975877
1964-08-04,7.317201689804616
1964-08-05,7.2874300904321805
1964-08-06,7.241856932703982
1964-08-07,7.222008359614698
1964-08-10,7.206676346632975
1964-08-11,7.182224929155642
1964-08-12,7.174111052302996
1964-08-13,7.182200333204491
1964-08-14,7.168733562113582
1964-08-17,7.160101755890547
1964-08-18,7.154312986629151
1964-08-19,7.134639281603296
1964-08-20,7.085461159345422
1964-08-21,7.065180745613232
1964-08-24,7.03563710625627
1964-08-25,6.989108157691216
1964-08-26,6.9503332725958025
1964-08-27,6.928252886239724
1964-08-28,6.938684441730077
1964-08-31,6.9565525605542025
1964-09-01,6.972198229526361
1964-09-02,6.987893173704335
1964-09-03,7.008054651765061
1964-09-04,7.023274433855928
1964-09-08,7.02139738656065
1964-09-09,7.00226624244971
1964-09-10,6.955148005064357
1964-09-11,6.915401965106463
1964-09-14,6.8376833738539
1964-09-15,6.79308605370993
1964-09-16,6.794112491400216
1964-09-17,6.820918874417374
1964-09-18,6.8118212442799635
1964-09-21,6.80826288966284
1964-09-22,6.801970295627753
1964-09-23,6.812912893456824
1964-09-24,6.828469800360298
1964-09-25,6.86431366554867
1964-09-28,6.879933511103496
1964-09-29,6.900000233945479
1964-09-30,6.912126059559751
1964-10-01,6.915439616771649
1964-10-02,6.911889633237062
1964-10-05,6.899488939490627
1964-10-06,6.871434179536104
1964-10-07,6.8513027262189095
1964-10-08,6.84609718696183
1964-10-09,6.850779663306492
1964-10-12,6.84394559199277
1964-10-13,6.814147426025564
1964-10-14,6.7943853906377685
1964-10-15,6.791187216286815
1964-10-16,6.807893115168025
1964-10-19,6.810463829824284
1964-10-20,6.799387734997766
1964-10-21,6.791611324303315
1964-10-22,6.780308475323526
1964-10-23,6.765815931250507
1964-10-26,6.732273463939654
1964-10-27,6.711300385658996
1964-10-28,6.703629671937023
1964-10-29,6.702863797237391
1964-10-30,6.700523949523443
1964-11-02,6.688246599925027
1964-11-04,6.678654182414221
1964-11-05,6.677253141289668
1964-11-06,6.675288135305001
1964-11-09,6.675493268561948
1964-11-10,6.675653562116064
1964-11-11,6.675778822977165
1964-11-12,6.677616452182171
1964-11-13,6.7025312541528
1964-11-16,6.741990286131018
1964-11-17,6.769350932011909
1964-11-18,6.755992226074324
1964-11-19,6.745548583077848
1964-11-20,6.753882021216071
1964-11-23,6.750848424684409
1964-11-24,6.734588145707001
1964-11-25,6.714928651783321
1964-11-27,6.697818330205706
1964-11-30,6.670550295746979
1964-12-01,6.631863474457097
1964-12-02,6.603339886074941
1964-12-03,6.596654629975784
1964-12-04,6.607048099923387
1964-12-07,6.613441091948153
1964-12-08,6.5889339735043615
1964-12-09,6.566726972792605
1964-12-10,6.555867646468664
1964-12-11,6.562130031259555
1964-12-14,6.559216067194086
1964-12-15,6.555634941690303
1964-12-16,6.554136172033526
1964-12-17,6.559908398541356
1964-12-18,6.571366577403395
1964-12-21,6.580327677406834
1964-12-22,6.583864171577875
1964-12-23,6.576214338336105
1964-12-24,6.578911219218573
1964-12-28,6.5784165554822
1964-12-29,6.570217384211122
1964-12-30,6.5664089997418085
1964-12-31,6.5573536102535535
1965-01-04,6.53507721625383
1965-01-05,6.514180558738113
1965-01-06,6.51390272545757
1965-01-07,6.544944902358138
1965-01-08,6.594391045611742
1965-01-11,6.623507214451337
1965-01-12,6.649746503434041
1965-01-13,6.672868417978676
1965-01-14,6.704828317255116
1965-01-15,6.753228931162379
1965-01-18,6.8101365997022665
1965-01-19,6.867623214275015
1965-01-20,6.911716433936924
1965-01-21,6.943613605854745
1965-01-22,6.981529221949824
1965-01-25,7.0068801768719435
1965-01-26,7.018955944317299
1965-01-27,7.0465161014586535
1965-01-28,7.0698156831026076
1965-01-29,7.086339588486687
1965-02-01,7.0889594647574485
1965-02-02,7.0875733386304764
1965-02-03,7.078753787337931
1965-02-04,7.094164932388677
1965-02-05,7.095092252758442
1965-02-08,7.080383873788516
1965-02-09,7.087702586714154
1965-02-10,7.0694611375074485
1965-02-11,7.05686132551369
1965-02-12,7.049969319240127
1965-02-15,7.0176137714754905
1965-02-16,6.981949489318001
1965-02-17,6.962499849178947
1965-02-18,6.98483124833793
1965-02-19,7.0160226674357995
1965-02-23,7.042217242254828
1965-02-24,7.06790118914849
1965-02-25,7.105107161568405
1965-02-26,7.138584130685735
1965-03-01,7.16318361947802
1965-03-02,7.185062281154415
1965-03-03,7.193772664093154
1965-03-04,7.184506181888136
1965-03-05,7.1882369023904955
1965-03-08,7.198792565995499
1965-03-09,7.22739817152151
1965-03-10,7.238920820752246
1965-03-11,7.256432370952101
1965-03-12,7.287081513139566
1965-03-15,7.320475134513683
1965-03-16,7.335842234949127
1965-03-17,7.344589503011834
1965-03-18,7.356519455242114
1965-03-19,7.360895120975327
1965-03-22,7.3660209577124025
1965-03-23,7.362535648426842
1965-03-24,7.352262754002289
1965-03-25,7.334130077430482
1965-03-26,7.296437404663101
1965-03-29,7.285847365922699
1965-03-30,7.27748090970137
1965-03-31,7.269204124654938
1965-04-01,7.267655619214639
1965-04-02,7.272251545220053
1965-04-05,7.282530183995917
1965-04-06,7.280698741236575
1965-04-07,7.27759121126996
1965-04-08,7.281762599333396
1965-04-09,7.324789781324235
1965-04-12,7.357181911843511
1965-04-13,7.391073676210176
1965-04-14,7.419554687747133
1965-04-15,7.440464749879675
1965-04-19,7.480044996663413
1965-04-20,7.509766497218618
1965-04-21,7.526772427494574
1965-04-22,7.550078186628417
1965-04-23,7.571017756222492
1965-04-26,7.583558052572029
1965-04-27,7.5935150407902245
1965-04-28,7.601424049331708
1965-04-29,7.610957018195799
1965-04-30,7.634747111251605
1965-05-03,7.648808109929233
1965-05-04,7.66322508085976
1965-05-05,7.676311501429378
1965-05-06,7.702829571981346
1965-05-07,7.707878251992879
1965-05-10,7.692640322494416
1965-05-11,7.683695881582362
1965-05-12,7.692165305840761
1965-05-13,7.696126689705014
1965-05-14,7.69131193697583
1965-05-17,7.6651560929778
1965-05-18,7.6490324355088894
1965-05-19,7.642504744646457
1965-05-20,7.621406819499998
1965-05-21,7.591838587103235
1965-05-24,7.539635788534836
1965-05-25,7.532706408163019
1965-05-26,7.514499321746105
1965-05-27,7.498339427427901
1965-05-28,7.5217257203817915
1965-06-01,7.510480075546464
1965-06-02,7.52196167015916
1965-06-03,7.518565603894578
1965-06-04,7.526854786785127
1965-06-07,7.5319290301700095
1965-06-08,7.518728090262299
1965-06-09,7.476748048226029
1965-06-10,7.425792058199146
1965-06-11,7.390374158213492
1965-06-14,7.353314389573902
1965-06-15,7.343147901910539
1965-06-16,7.331068892365886
1965-06-17,7.339371715310658
1965-06-18,7.345257251372223
1965-06-21,7.343730042478348
1965-06-22,7.336251784247651
1965-06-23,7.327118605396351
1965-06-24,7.313532471483357
1965-06-25,7.275285636726692
1965-06-28,7.231263965559757
1965-06-29,7.219293312509139
1965-06-30,7.234639026164354
1965-07-01,7.256330618256882
1965-07-02,7.284676157344623
1965-07-06,7.2957805075353725
1965-07-07,7.29614443042927
1965-07-08,7.324450219715153
1965-07-09,7.355762839265305
1965-07-12,7.372399085481401
1965-07-13,7.382675625447083
1965-07-14,7.404134614162089
1965-07-15,7.426051854949402
1965-07-16,7.452209274265142
1965-07-19,7.473261193076172
1965-07-20,7.464297161105127
1965-07-21,7.447412151075657
1965-07-22,7.4276273007611895
1965-07-23,7.427139494081966
1965-07-26,7.4259743585584435
1965-07-27,7.419633918492083
1965-07-28,7.437658373087269
1965-07-29,7.464508464057486
1965-07-30,7.496920275545261
1965-08-02,7.514587375395884
1965-08-03,7.539969870476829
1965-08-04,7.575397384942677
1965-08-05,7.594004657692746
1965-08-06,7.61514092914733
1965-08-09,7.633724938156732
1965-08-10,7.644140006911549
1965-08-11,7.657127886696189
1965-08-12,7.684385194716261
1965-08-13,7.71553076790024
1965-08-16,7.739929385106781
1965-08-17,7.755090281533068
1965-08-18,7.7734103673807855
1965-08-19,7.779894986899232
1965-08-20,7.791190107143413
1965-08-23,7.809390169280966
1965-08-24,7.844470696240681
1965-08-25,7.864587003253993
1965-08-26,7.881628149914384
1965-08-27,7.899183730767733
1965-08-30,7.912660586819459
1965-08-31,7.919846047648326
