Date,IBM
1962-09-24,4.614404201507568
1962-09-25,4.706820011138916
1962-09-26,4.531548976898193
1962-09-27,4.461440086364746
1962-09-28,4.506054878234863
1962-10-01,4.338750839233398
1962-10-02,4.466220855712891
1962-10-03,4.442319869995117
1962-10-04,4.5602288246154785
1962-10-05,4.59209680557251
1962-10-08,4.585722923278809
1962-10-09,4.6685791015625
1962-10-10,4.577756881713867
1962-10-11,4.537921905517578
1962-10-12,4.528361797332764
1962-10-15,4.6781392097473145
1962-10-16,4.557043075561523
1962-10-17,4.608030796051025
1962-10-18,4.526769161224365
1962-10-19,4.437540054321289
1962-10-22,4.372211933135986
1962-10-23,4.206501007080078
1962-10-24,4.33397102355957
1962-10-25,4.314849853515625
1962-10-26,4.225621223449707
1962-10-29,4.391332149505615
1962-10-30,4.483747959136963
1962-10-31,4.410452842712402
1962-11-01,4.486934185028076
1962-11-02,4.553855895996094
1962-11-05,4.608030796051025
1962-11-07,4.604844093322754
1962-11-08,4.528361797332764
1962-11-09,4.604844093322754
1962-11-12,4.760993957519531
1962-11-13,4.674952030181885
1962-11-14,4.773740768432617
1962-11-15,4.748247146606445
1962-11-16,4.824728965759277
1962-11-19,4.7418742179870605
1962-11-20,4.797642230987549
1962-11-21,4.808794975280762
1962-11-23,4.945825099945068
1962-11-26,4.955386161804199
1962-11-27,5.031867027282715
1962-11-28,5.066922187805176
1962-11-29,5.111536026000977
1962-11-30,5.079668998718262
1962-12-03,4.9904398918151855
1962-12-04,5.101975917816162
1962-12-05,5.082855224609375
1962-12-06,5.079668998718262
1962-12-07,5.066922187805176
1962-12-10,4.958571910858154
1962-12-11,4.939452171325684
1962-12-12,5.019120216369629
1962-12-13,4.945825099945068
1962-12-14,4.9649457931518555
1962-12-17,4.907584190368652
1962-12-18,4.872529983520508
1962-12-19,4.998406887054443
1962-12-20,4.998406887054443
1962-12-21,4.910770893096924
1962-12-24,5.0223069190979
1962-12-26,5.019120216369629
1962-12-27,4.984066009521484
1962-12-28,5.00318717956543
1962-12-31,4.971319198608398
1963-01-02,4.904397964477539
1963-01-03,5.054174900054932
1963-01-04,5.060547828674316
1963-01-07,5.019120216369629
1963-01-08,5.143403053283691
1963-01-09,5.146590232849121
1963-01-10,5.181643962860107
1963-01-11,5.197577953338623
1963-01-14,5.280433177947998
1963-01-15,5.289993762969971
1963-01-16,5.2071380615234375
1963-01-17,5.274059772491455
1963-01-18,5.2581257820129395
1963-01-21,5.277246952056885
1963-01-22,5.286807060241699
1963-01-23,5.280433177947998
1963-01-24,5.302741050720215
1963-01-25,5.33460807800293
1963-01-28,5.411089897155762
1963-01-29,5.376036167144775
1963-01-30,5.347354888916016
1963-01-31,5.401529788970947
1963-02-01,5.401529788970947
1963-02-04,5.35691499710083
1963-02-05,5.3664751052856445
1963-02-06,5.3314208984375
1963-02-07,5.340981960296631
1963-02-08,5.3537278175354
1963-02-11,5.325047969818115
1963-02-12,5.33460807800293
1963-02-13,5.3218607902526855
1963-02-14,5.325047969818115
1963-02-15,5.337794780731201
1963-02-18,5.326641082763672
1963-02-19,5.2836198806762695
1963-02-20,5.239006042480469
1963-02-21,5.229445934295654
1963-02-25,5.149776935577393
1963-02-26,5.184831142425537
1963-02-27,5.165710926055908
1963-02-28,5.095602035522461
1963-03-01,5.063735008239746
1963-03-04,5.143403053283691
1963-03-05,5.121096134185791
1963-03-06,5.16093111038208
1963-03-07,5.210324764251709
1963-03-08,5.2071380615234375
1963-03-11,5.203951835632324
1963-03-12,5.200765132904053
1963-03-13,5.210324764251709
1963-03-14,5.226259231567383
1963-03-15,5.267685890197754
1963-03-18,5.219884872436523
1963-03-19,5.226259231567383
1963-03-20,5.277246952056885
1963-03-21,5.242191791534424
1963-03-22,5.280433177947998
1963-03-25,5.270873069763184
1963-03-26,5.30592679977417
1963-03-27,5.3664751052856445
1963-03-28,5.363288879394531
1963-03-29,5.3664751052856445
1963-04-01,5.3664751052856445
1963-04-02,5.3218607902526855
1963-04-03,5.38240909576416
1963-04-04,5.46685791015625
1963-04-05,5.634161949157715
1963-04-08,5.731358051300049
1963-04-09,5.669216156005859
1963-04-10,5.638941764831543
1963-04-11,5.6883368492126465
1963-04-15,5.685150146484375
1963-04-16,5.643722057342529
1963-04-17,5.6150407791137695
1963-04-18,5.6150407791137695
1963-04-19,5.736137866973877
1963-04-22,5.825366020202637
1963-04-23,5.876354217529297
1963-04-24,5.895474910736084
1963-04-25,5.922562122344971
1963-04-26,5.991076946258545
1963-04-29,5.971957206726074
1963-04-30,5.9114089012146
1963-05-01,5.927341938018799
1963-05-02,5.975142955780029
1963-05-03,5.9337158203125
1963-05-06,5.841300010681152
1963-05-07,5.867191791534424
1963-05-08,5.991076946258545
1963-05-09,5.997450828552246
1963-05-10,6.054811954498291
1963-05-13,6.0070109367370605
1963-05-14,5.997450828552246
1963-05-15,6.016571044921875
1963-05-16,5.991076946258545
1963-05-17,5.952836036682129
1963-05-20,5.898662090301514
1963-05-21,5.952836036682129
1963-05-22,5.940089225769043
1963-05-23,5.920969009399414
1963-05-24,5.901847839355469
1963-05-27,5.838112831115723
1963-05-28,5.863606929779053
1963-05-29,5.991076946258545
1963-05-31,6.083493232727051
1963-06-03,6.032505035400391
1963-06-04,6.042065143585205
1963-06-05,5.991076946258545
1963-06-06,5.991076946258545
1963-06-07,5.9687700271606445
1963-06-10,5.8922882080078125
1963-06-11,5.927341938018799
1963-06-12,5.9687700271606445
1963-06-13,5.908222198486328
1963-06-14,5.905035018920898
1963-06-17,5.854046821594238
1963-06-18,5.844487190246582
1963-06-19,5.825366020202637
1963-06-20,5.796686172485352
1963-06-21,5.806245803833008
1963-06-24,5.723391056060791
1963-06-25,5.694709777832031
1963-06-26,5.592733860015869
1963-06-27,5.535373210906982
1963-06-28,5.560866832733154
1963-07-01,5.436583995819092
1963-07-02,5.589547157287598
1963-07-03,5.630974769592285
1963-07-05,5.672402858734131
1963-07-08,5.557680130004883
1963-07-09,5.619822025299072
1963-07-10,5.570426940917969
1963-07-11,5.532186031341553
1963-07-12,5.500319004058838
1963-07-15,5.513065814971924
1963-07-16,5.548120021820068
1963-07-17,5.519439220428467
1963-07-18,5.474824905395508
1963-07-19,5.471638202667236
1963-07-22,5.455704212188721
1963-07-23,5.4397711753845215
1963-07-24,5.462078094482422
1963-07-25,5.468451023101807
1963-07-26,5.500319004058838
1963-07-29,5.519439220428467
1963-07-30,5.646909236907959
1963-07-31,5.538559913635254
1963-08-01,5.544932842254639
1963-08-02,5.506691932678223
1963-08-05,5.579987049102783
1963-08-06,5.630974769592285
1963-08-07,5.572020053863525
1963-08-08,5.595921039581299
1963-08-09,5.653282165527344
1963-08-12,5.678775787353516
1963-08-13,5.790311813354492
1963-08-14,5.825366020202637
1963-08-15,5.787126064300537
1963-08-16,5.768004894256592
1963-08-19,5.761631965637207
1963-08-20,5.69152307510376
1963-08-21,5.720203876495361
1963-08-22,5.768004894256592
1963-08-23,5.71701717376709
1963-08-26,5.736137866973877
1963-08-27,5.634161949157715
1963-08-28,5.653282165527344
1963-08-29,5.6405348777771
1963-08-30,5.669216156005859
1963-09-03,5.704269886016846
1963-09-04,5.710643768310547
1963-09-05,5.742510795593262
1963-09-06,5.844487190246582
1963-09-09,5.818993091583252
1963-09-10,5.838112831115723
1963-09-11,5.825366020202637
1963-09-12,5.818993091583252
1963-09-13,5.806245803833008
1963-09-16,5.799872875213623
1963-09-17,5.80146598815918
1963-09-18,5.736137866973877
1963-09-19,5.790311813354492
1963-09-20,5.818993091583252
1963-09-23,5.793498992919922
1963-09-24,5.895474910736084
1963-09-25,5.838112831115723
1963-09-26,5.73932409286499
1963-09-27,5.71701717376709
1963-09-30,5.761631965637207
1963-10-01,5.7329511642456055
1963-10-02,5.726576805114746
1963-10-03,5.825366020202637
1963-10-04,5.882728099822998
1963-10-07,5.98470401763916
1963-10-08,5.895474910736084
1963-10-09,5.895474910736084
1963-10-10,5.9337158203125
1963-10-11,5.978330135345459
1963-10-14,6.067558765411377
1963-10-15,6.093052864074707
1963-10-16,6.249203205108643
1963-10-17,6.2746968269348145
1963-10-18,6.306564807891846
1963-10-21,6.297004222869873
1963-10-22,6.195028781890869
1963-10-23,6.156787872314453
1963-10-24,6.182281970977783
1963-10-25,6.29063081741333
1963-10-28,6.3384318351745605
1963-10-29,6.2619500160217285
1963-10-30,6.172720909118652
1963-10-31,6.297004222869873
1963-11-01,6.226895809173584
1963-11-04,6.169535160064697
1963-11-06,6.118546962738037
1963-11-07,6.137667179107666
1963-11-08,6.175908088684082
1963-11-11,6.207776069641113
1963-11-12,6.220522880554199
1963-11-13,6.239643096923828
1963-11-14,6.207776069641113
1963-11-15,6.182281970977783
1963-11-18,6.124919891357422
1963-11-19,6.019758224487305
1963-11-20,6.016571044921875
1963-11-21,5.914595127105713
1963-11-22,5.9305291175842285
1963-11-26,6.0070109367370605
1963-11-27,6.093052864074707
1963-11-29,6.1854681968688965
1963-12-02,6.271511077880859
1963-12-03,6.239643096923828
1963-12-04,6.156787872314453
1963-12-05,6.214148998260498
1963-12-06,6.175908088684082
1963-12-09,6.169535160064697
1963-12-10,6.131293773651123
1963-12-11,6.118546962738037
1963-12-12,6.057999134063721
1963-12-13,6.057999134063721
1963-12-16,6.067558765411377
1963-12-17,6.163160800933838
1963-12-18,6.163160800933838
1963-12-19,6.156787872314453
1963-12-20,6.163160800933838
1963-12-23,6.156787872314453
1963-12-24,6.175908088684082
1963-12-26,6.252389907836914
1963-12-27,6.29063081741333
1963-12-30,6.360739231109619
1963-12-31,6.462715148925781
1964-01-02,6.590185165405273
1964-01-03,6.500956058502197
1964-01-06,6.520075798034668
1964-01-07,6.475461959838867
1964-01-08,6.539196968078613
1964-01-09,6.736774921417236
1964-01-10,6.794136047363281
1964-01-13,6.832376956939697
1964-01-14,6.819630146026611
1964-01-15,7.151051998138428
1964-01-16,7.01083517074585
1964-01-17,7.049076080322266
1964-01-20,7.0363287925720215
1964-01-21,6.908858776092529
1964-01-22,6.972593784332275
1964-01-23,7.00446081161499
1964-01-24,6.9598469734191895
1964-01-27,6.883365154266357
1964-01-28,6.806882858276367
1964-01-29,6.679413795471191
1964-01-30,6.7431488037109375
1964-01-31,6.908858776092529
1964-02-03,6.896111965179443
1964-02-04,6.876992225646973
1964-02-05,6.832376956939697
1964-02-06,6.832376956939697
1964-02-07,6.845123767852783
1964-02-10,6.883365154266357
1964-02-11,6.908858776092529
1964-02-12,6.9598469734191895
1964-02-13,7.061822891235352
1964-02-14,7.0809431076049805
1964-02-17,7.049076080322266
1964-02-18,7.061822891235352
1964-02-19,7.061822891235352
1964-02-20,7.0809431076049805
1964-02-24,7.096877098083496
1964-02-25,7.265773773193359
1964-02-26,7.335883140563965
1964-02-27,7.221159934997559
1964-02-28,7.253026962280273
1964-03-02,7.1956658363342285
1964-03-03,7.189292907714844
1964-03-04,7.112811088562012
1964-03-05,7.170172214508057
1964-03-06,7.2402801513671875
1964-03-09,7.2402801513671875
1964-03-10,7.246654033660889
1964-03-11,7.332695960998535
1964-03-12,7.456978797912598
1964-03-13,7.501593112945557
1964-03-16,7.4506049156188965
1964-03-17,7.437859058380127
1964-03-18,7.39005708694458
1964-03-19,7.358190059661865
1964-03-20,7.323135852813721
1964-03-23,7.393243789672852
1964-03-24,7.418737888336182
1964-03-25,7.476099014282227
1964-03-26,7.501593112945557
1964-03-30,7.507966995239258
1964-03-31,7.574888229370117
1964-04-01,7.587635040283203
1964-04-02,7.622690200805664
1964-04-03,7.629063129425049
1964-04-06,7.60994291305542
1964-04-07,7.498406887054443
1964-04-08,7.4506049156188965
1964-04-09,7.460165977478027
1964-04-10,7.606756210327148
1964-04-13,7.523900985717773
1964-04-14,7.469726085662842
1964-04-15,7.444231986999512
1964-04-16,7.421925067901611
1964-04-17,7.463352203369141
1964-04-20,7.418737888336182
1964-04-21,7.520713806152344
1964-04-22,7.571702003479004
1964-04-23,7.444231986999512
1964-04-24,7.431485176086426
1964-04-27,7.405991077423096
1964-04-28,7.437859058380127
1964-04-29,7.348629951477051
1964-04-30,7.268960952758789
1964-05-01,7.386870861053467
1964-05-04,7.444231986999512
1964-05-05,7.453792095184326
1964-05-06,7.444231986999512
1964-05-07,7.434671878814697
1964-05-08,7.4506049156188965
1964-05-11,7.444231986999512
1964-05-12,7.476099014282227
1964-05-13,7.485660076141357
1964-05-14,7.4506049156188965
1964-05-15,7.4888458251953125
1964-05-18,7.536647796630859
1964-05-19,7.616315841674805
1964-05-20,7.731835842132568
1964-05-21,7.791586875915527
1964-05-22,7.823453903198242
1964-05-25,7.703951835632324
1964-05-26,7.680050849914551
1964-05-27,7.592415809631348
1964-05-28,7.648183822631836
1964-06-01,7.54063081741333
1964-06-02,7.576481819152832
1964-06-03,7.4888458251953125
1964-06-04,7.35739278793335
1964-06-05,7.393243789672852
1964-06-08,7.345442771911621
1964-06-09,7.4888458251953125
1964-06-10,7.441044807434082
1964-06-11,7.472912788391113
1964-06-12,7.528680801391602
1964-06-15,7.58444881439209
1964-06-16,7.636232852935791
1964-06-17,7.680050849914551
1964-06-18,7.608348846435547
1964-06-19,7.640216827392578
1964-06-22,7.6601338386535645
1964-06-23,7.628265857696533
1964-06-24,7.668100833892822
1964-06-25,7.664116859436035
1964-06-26,7.616315841674805
1964-06-29,7.604365825653076
1964-06-30,7.600381851196289
1964-07-01,7.664116859436035
1964-07-02,7.711917877197266
1964-07-06,7.775652885437012
1964-07-07,7.823453903198242
1964-07-08,7.791586875915527
1964-07-09,7.771669864654541
1964-07-10,7.688017845153809
1964-07-13,7.672083854675293
1964-07-14,7.520713806152344
1964-07-15,7.600381851196289
1964-07-16,7.63224983215332
1964-07-17,7.63224983215332
1964-07-20,7.552580833435059
1964-07-21,7.5246968269348145
1964-07-22,7.512746810913086
1964-07-23,7.4888458251953125
1964-07-24,7.389260768890381
1964-07-27,7.353409767150879
1964-07-28,7.337475776672363
1964-07-29,7.403203010559082
1964-07-30,7.353409767150879
1964-07-31,7.361376762390137
1964-08-03,7.325526237487793
1964-08-04,7.078553199768066
1964-08-05,7.186106204986572
1964-08-06,7.086520195007324
1964-08-07,7.154238224029541
1964-08-10,7.154238224029541
1964-08-11,7.098470211029053
1964-08-12,7.1462721824646
1964-08-13,7.210006237030029
1964-08-14,7.122371196746826
1964-08-17,7.130338191986084
1964-08-18,7.134321212768555
1964-08-19,7.066603183746338
1964-08-20,6.915233135223389
1964-08-21,6.994901180267334
1964-08-24,6.933157920837402
1964-08-25,6.827597141265869
1964-08-26,6.815647125244141
1964-08-27,6.851498126983643
1964-08-28,6.974984169006348
1964-08-31,7.018802165985107
1964-09-01,7.026769161224365
1964-09-02,7.0427021980285645
1964-09-03,7.078553199768066
1964-09-04,7.07656192779541
1964-09-08,7.01481819152832
1964-09-09,6.935150146484375
1964-09-10,6.789754867553711
1964-09-11,6.775813102722168
1964-09-14,6.564691066741943
1964-09-15,6.636393070220947
1964-09-16,6.797720909118652
1964-09-17,6.915233135223389
1964-09-18,6.779796123504639
1964-09-21,6.795730113983154
1964-09-22,6.779796123504639
1964-09-23,6.851498126983643
1964-09-24,6.883365154266357
1964-09-25,6.990918159484863
1964-09-28,6.935150146484375
1964-09-29,6.971001148223877
1964-09-30,6.955067157745361
1964-10-01,6.927183151245117
1964-10-02,6.899299144744873
1964-10-05,6.855481147766113
1964-10-06,6.771829128265381
1964-10-07,6.779796123504639
1964-10-08,6.827597141265869
1964-10-09,6.867431163787842
1964-10-12,6.819630146026611
1964-10-13,6.708094120025635
1964-10-14,6.72402811050415
1964-10-15,6.779796123504639
1964-10-16,6.867431163787842
1964-10-19,6.819630146026611
1964-10-20,6.759879112243652
1964-10-21,6.763862133026123
1964-10-22,6.739962100982666
1964-10-23,6.71406888961792
1964-10-26,6.612492084503174
1964-10-27,6.636393070220947
1964-10-28,6.67622709274292
1964-10-29,6.700127124786377
1964-10-30,6.6921610832214355
1964-11-02,6.644359111785889
1964-11-04,6.644359111785889
1964-11-05,6.672243118286133
1964-11-06,6.668260097503662
1964-11-09,6.67622709274292
1964-11-10,6.67622709274292
1964-11-11,6.67622709274292
1964-11-12,6.684194087982178
1964-11-13,6.791746139526367
1964-11-16,6.883365154266357
1964-11-17,6.867431163787842
1964-11-18,6.708094120025635
1964-11-19,6.708094120025635
1964-11-20,6.783779144287109
1964-11-23,6.739962100982666
1964-11-24,6.67622709274292
1964-11-25,6.644359111785889
1964-11-27,6.636393070220947
1964-11-30,6.572658061981201
1964-12-01,6.4929890632629395
1964-12-02,6.500956058502197
1964-12-03,6.572658061981201
1964-12-04,6.644359111785889
1964-12-07,6.636393070220947
1964-12-08,6.500956058502197
1964-12-09,6.487013816833496
1964-12-10,6.516890048980713
1964-12-11,6.58460807800293
1964-12-14,6.548757076263428
1964-12-15,6.542781829833984
1964-12-16,6.548757076263428
1964-12-17,6.580625057220459
1964-12-18,6.612492084503174
1964-12-21,6.612492084503174
1964-12-22,6.596558094024658
1964-12-23,6.548757076263428
1964-12-24,6.5885910987854
1964-12-28,6.576641082763672
1964-12-29,6.54079008102417
1964-12-30,6.552741050720215
1964-12-31,6.524857044219971
1965-01-04,6.455146789550781
1965-01-05,6.439212799072266
1965-01-06,6.512906074523926
1965-01-07,6.656310081481934
1965-01-08,6.771829128265381
1965-01-11,6.728011131286621
1965-01-12,6.743945121765137
1965-01-13,6.755895137786865
1965-01-14,6.819630146026611
1965-01-15,6.927183151245117
1965-01-18,7.01481819152832
1965-01-19,7.074570178985596
1965-01-20,7.070586204528809
1965-01-21,7.05863618850708
1965-01-22,7.1183881759643555
1965-01-25,7.098470211029053
1965-01-26,7.062620162963867
1965-01-27,7.1462721824646
1965-01-28,7.154238224029541
1965-01-29,7.1462721824646
1965-02-01,7.098470211029053
1965-02-02,7.0825371742248535
1965-02-03,7.046686172485352
1965-02-04,7.15025520324707
1965-02-05,7.098470211029053
1965-02-08,7.026769161224365
1965-02-09,7.114404201507568
1965-02-10,7.002868175506592
1965-02-11,7.01083517074585
1965-02-12,7.024776935577393
1965-02-15,6.899299144744873
1965-02-16,6.851498126983643
1965-02-17,6.891332149505615
1965-02-18,7.066603183746338
1965-02-19,7.130338191986084
1965-02-23,7.138305187225342
1965-02-24,7.162205219268799
1965-02-25,7.2418742179870605
1965-02-26,7.261791229248047
1965-03-01,7.253824234008789
1965-03-02,7.265773773193359
1965-03-03,7.225940227508545
1965-03-04,7.15025520324707
1965-03-05,7.202040195465088
1965-03-08,7.237889766693115
1965-03-09,7.333493232727051
1965-03-10,7.281707763671875
1965-03-11,7.321541786193848
1965-03-12,7.401210784912109
1965-03-15,7.445028781890869
1965-03-16,7.393243789672852
1965-03-17,7.377309799194336
1965-03-18,7.401210784912109
1965-03-19,7.377309799194336
1965-03-22,7.385276794433594
1965-03-23,7.349425792694092
1965-03-24,7.3135762214660645
1965-03-25,7.265773773193359
1965-03-26,7.154238224029541
1965-03-29,7.245856761932373
1965-03-30,7.245856761932373
1965-03-31,7.237889766693115
1965-04-01,7.261791229248047
1965-04-02,7.289675235748291
1965-04-05,7.321541786193848
1965-04-06,7.273740768432617
1965-04-07,7.265773773193359
1965-04-08,7.297642230987549
1965-04-09,7.4888458251953125
1965-04-12,7.480879783630371
1965-04-13,7.520713806152344
1965-04-14,7.528680801391602
1965-04-15,7.520713806152344
1965-04-19,7.63224983215332
1965-04-20,7.6242828369140625
1965-04-21,7.592415809631348
1965-04-22,7.640216827392578
1965-04-23,7.652166843414307
1965-04-26,7.63224983215332
1965-04-27,7.63224983215332
1965-04-28,7.63224983215332
1965-04-29,7.648183822631836
1965-04-30,7.727851867675781
1965-05-03,7.703951835632324
1965-05-04,7.719884872436523
1965-05-05,7.727851867675781
1965-05-06,7.807520866394043
1965-05-07,7.727851867675781
1965-05-10,7.63224983215332
1965-05-11,7.648183822631836
1965-05-12,7.725860118865967
1965-05-13,7.711917877197266
1965-05-14,7.672083854675293
1965-05-17,7.560547828674316
1965-05-18,7.58444881439209
1965-05-19,7.616315841674805
1965-05-20,7.536647796630859
1965-05-21,7.472912788391113
1965-05-24,7.3295087814331055
1965-05-25,7.504779815673828
1965-05-26,7.441044807434082
1965-05-27,7.433077812194824
1965-05-28,7.616315841674805
1965-06-01,7.4649457931518555
1965-06-02,7.568514823913574
1965-06-03,7.504779815673828
1965-06-04,7.560547828674316
1965-06-07,7.552580833435059
1965-06-08,7.4649457931518555
1965-06-09,7.305609226226807
1965-06-10,7.217973232269287
1965-06-11,7.245856761932373
1965-06-14,7.202040195465088
1965-06-15,7.301624774932861
1965-06-16,7.281707763671875
1965-06-17,7.373326778411865
1965-06-18,7.369344234466553
1965-06-21,7.337475776672363
1965-06-22,7.305609226226807
1965-06-23,7.289675235748291
1965-06-24,7.257808208465576
1965-06-25,7.1183881759643555
1965-06-28,7.050669193267822
1965-06-29,7.170172214508057
1965-06-30,7.297642230987549
1965-07-01,7.345442771911621
1965-07-02,7.401210784912109
1965-07-06,7.341460227966309
1965-07-07,7.297642230987549
1965-07-08,7.441044807434082
1965-07-09,7.484862804412842
1965-07-12,7.441044807434082
1965-07-13,7.425111770629883
1965-07-14,7.4928297996521
1965-07-15,7.516729831695557
1965-07-16,7.560547828674316
1965-07-19,7.560547828674316
1965-07-20,7.427103042602539
1965-07-21,7.377309799194336
1965-07-22,7.345442771911621
1965-07-23,7.425111770629883
1965-07-26,7.421127796173096
1965-07-27,7.393243789672852
1965-07-28,7.512746810913086
1965-07-29,7.576481819152832
1965-07-30,7.63224983215332
1965-08-02,7.5884318351745605
1965-08-03,7.6461920738220215
1965-08-04,7.7238688468933105
1965-08-05,7.672083854675293
1965-08-06,7.703951835632324
1965-08-09,7.711917877197266
1965-08-10,7.688017845153809
1965-08-11,7.711917877197266
1965-08-12,7.799553871154785
1965-08-13,7.847354888916016
1965-08-16,7.843371868133545
1965-08-17,7.8194708824157715
1965-08-18,7.851337909698486
1965-08-19,7.807520866394043
1965-08-20,7.839387893676758
1965-08-23,7.887188911437988
1965-08-24,7.994741916656494
1965-08-25,7.950923919677734
1965-08-26,7.9549078941345215
1965-08-27,7.974824905395508
1965-08-30,7.970840930938721
1965-08-31,7.950923919677734
1965-09-01,7.96685791015625
